district,state,abbreviation,state_dist,year,laborforce_unemployed,PercentCar,PercentCarpool,PercentPublicTrans,Walked,Other_means,Management_business_science_and_arts,Service,Sales_and_office,Natural_resources_construction_and_maintenance,Production_transportation_and_material_moving,Private_wage_and_salary_workers,Government_workers,Less_than_10000,Median_household_income,No_health_insurance,non_fam_household,college_enroll,vet_percent,diff_house_1year,foreign_born,ForeignNotCit,ForeignCit,home_lang_not_english,own_computer,total_pop,median_age,white_pct,black_pct,amer_ind,asianpac,hispanic_pct,PctU20,Pct20t45,Pct45t65,Pct65plus,U25k,r25k_50k,r50k_100k,r100k_200k,r200kplus,NoHighSchool,HighSchoolEd,SomeCollege,BachelorsOrHigher,pct_won,party
2,California,CA,CA-2,2014,4.3,70.9,9.7,5.1,4.2,1.8,42.5,19.1,22.0,9.1,7.3,71.8,14.3,5.9,64958,10.0,39.1,28.2,7.4,14.4,14.2,8.1082,6.0918,20.5,89.6,720049,43.4,79.7,1.6,2.1,4.1,17.9,22.4,29.5,30.0,18.0,20.7,19.6,27.1,21.2,11.6,9.9,19.6,30.8,39.7,74.99,D
3,California,CA,CA-3,2014,5.5,74.0,12.3,2.3,2.6,4.5,34.1,20.1,22.5,11.7,11.6,72.1,21.5,7.1,56275,9.8,30.4,33.1,8.8,16.9,18.6,9.4674,9.1326,31.5,88.6,720104,35.2,65.4,6.0,0.9,11.8,29.0,27.2,34.5,25.4,12.9,22.6,22.2,30.3,20.4,4.6,16.8,23.4,35.6,24.2,52.72,D
4,California,CA,CA-4,2014,4.5,77.1,10.4,1.2,2.0,1.7,40.1,18.7,26.3,8.5,6.3,72.7,16.8,4.7,68539,7.8,31.5,24.5,10.4,12.1,9.4,4.371,5.029,13.0,89.5,719688,44.1,86.2,1.2,1.1,5.5,12.8,23.6,27.6,29.6,19.2,17.2,20.0,30.7,24.2,7.9,7.4,21.4,39.2,32.0,60.05,R
5,California,CA,CA-5,2014,4.8,75.6,11.4,3.1,2.6,1.7,36.2,19.5,23.7,10.5,10.0,76.5,13.9,5.1,65520,9.8,33.8,30.5,6.9,15.5,20.2,9.8778,10.3222,30.5,90.0,722814,39.5,64.8,6.7,1.3,11.5,27.6,24.2,32.6,27.3,15.9,18.0,20.3,31.9,23.1,6.6,13.4,20.3,34.6,31.7,75.73,D
6,California,CA,CA-6,2014,6.5,74.9,11.2,3.3,2.7,3.2,35.1,21.5,24.7,8.4,10.3,73.0,20.8,8.0,46805,11.9,38.2,30.3,7.1,17.7,23.0,11.247,11.753,38.0,87.5,737671,33.5,51.4,13.2,0.7,17.3,29.0,27.9,37.8,23.0,11.3,27.4,25.7,27.7,16.1,3.1,16.9,23.2,33.8,26.1,72.69,D
7,California,CA,CA-7,2014,5.8,79.2,9.6,2.7,1.1,1.9,40.9,17.6,26.1,7.0,8.4,71.7,20.3,4.6,66104,8.6,29.6,27.8,8.5,16.8,18.0,6.263999999999999,11.735999999999999,24.9,92.7,736555,37.9,66.1,7.2,0.8,15.6,16.5,26.0,32.9,27.0,14.1,17.1,20.5,31.2,25.1,6.1,9.6,21.2,36.7,32.7,50.4,D
8,California,CA,CA-8,2014,7.1,77.8,12.3,0.5,2.7,1.2,29.1,20.5,25.1,11.1,14.3,72.1,19.0,8.4,45873,11.4,27.0,23.1,9.0,14.1,13.2,6.732,6.468,23.3,83.3,715953,34.2,75.6,8.2,1.5,3.7,39.4,30.3,32.6,24.4,12.8,28.7,24.2,30.7,14.1,2.4,17.6,28.4,38.3,15.7,67.65,R
9,California,CA,CA-9,2014,6.7,75.3,15.4,2.4,1.7,1.3,29.6,18.8,23.8,12.9,14.9,77.9,15.4,7.2,54491,11.3,25.9,23.5,6.4,15.8,21.8,11.4014,10.3986,37.7,85.1,738320,34.8,54.6,9.8,0.6,14.9,37.1,30.3,32.5,24.9,12.4,24.4,21.6,29.1,20.2,4.7,20.3,26.5,33.5,19.9,52.37,D
10,California,CA,CA-10,2014,7.8,80.0,11.3,1.0,2.0,1.8,26.8,17.7,23.6,14.2,17.6,79.8,13.6,6.1,54681,10.0,25.4,24.7,6.5,14.5,21.1,12.027000000000001,9.073,39.2,87.1,732084,33.7,73.4,2.5,0.8,7.7,42.3,30.5,34.3,23.7,11.4,21.4,23.5,32.9,19.0,3.3,20.6,28.4,33.3,17.7,56.15,R
11,California,CA,CA-11,2014,5.2,64.8,10.7,13.2,2.5,2.1,42.8,18.6,23.5,7.5,7.6,77.2,12.4,4.3,75036,9.2,32.6,27.9,5.7,12.8,25.7,13.2098,12.4902,35.5,91.2,739693,39.5,62.0,7.6,0.5,13.7,26.7,24.4,32.6,27.8,15.1,15.9,17.5,28.3,25.1,13.2,12.0,18.8,27.8,41.5,67.27,D
12,California,CA,CA-12,2014,4.0,32.3,7.0,33.9,12.2,7.2,55.6,16.9,18.9,3.0,5.6,80.3,10.8,6.3,85370,7.3,56.5,47.0,3.4,12.4,33.3,12.5208,20.7792,41.5,88.7,736123,38.6,49.9,5.3,0.3,32.5,14.8,14.3,45.7,25.5,14.5,19.7,13.7,22.7,27.7,16.4,11.7,12.2,20.4,55.6,83.25,D
13,California,CA,CA-13,2014,4.8,52.1,10.0,19.1,6.3,5.9,48.4,18.0,18.9,6.0,8.6,74.3,16.6,7.3,62811,9.2,42.9,43.2,4.2,16.0,27.3,13.5954,13.7046,39.3,89.4,743310,36.2,44.6,17.4,1.0,20.2,22.4,22.4,40.2,24.9,12.5,21.4,18.9,26.1,24.1,9.5,15.4,14.8,24.1,45.7,88.48,D
14,California,CA,CA-14,2014,3.8,66.1,10.1,15.0,2.7,2.3,44.4,19.2,22.6,6.0,7.9,80.3,12.1,3.5,95972,7.3,31.5,33.9,3.7,11.3,37.8,15.876,21.924,50.0,92.3,753002,39.1,46.2,3.4,0.3,34.3,24.2,22.6,35.6,27.4,14.4,11.7,14.1,25.9,31.0,17.3,12.4,16.3,25.9,45.3,76.7,D
15,California,CA,CA-15,2014,4.0,74.6,8.2,8.3,1.3,2.2,46.0,15.8,22.1,6.4,9.6,83.8,10.9,3.3,91265,7.2,23.7,23.6,4.7,11.2,33.7,15.6368,18.0632,46.2,93.3,753911,37.9,47.8,6.5,0.3,33.5,22.8,26.1,34.4,27.0,12.5,11.7,15.7,26.6,32.3,13.7,11.2,20.0,28.3,40.5,69.81,D
16,California,CA,CA-16,2014,7.0,74.4,15.0,1.3,2.0,3.8,21.7,20.5,21.4,19.3,17.1,76.7,16.9,9.5,36780,15.1,25.8,21.4,5.3,17.1,24.6,16.0392,8.5608,53.2,80.3,718849,30.0,56.9,5.9,0.6,9.1,59.1,33.7,35.4,20.8,10.2,32.8,29.6,25.0,10.9,1.7,33.9,25.4,28.8,11.9,50.73,D
17,California,CA,CA-17,2014,3.7,77.2,9.5,5.2,1.6,2.2,56.9,12.3,17.5,4.7,8.7,87.5,7.5,3.4,103316,5.5,25.4,29.2,3.3,11.5,47.3,23.1297,24.1703,60.2,94.4,756995,36.3,33.1,2.7,0.3,52.7,16.1,24.9,39.3,24.2,11.4,10.3,11.5,25.0,34.9,18.3,9.0,15.7,20.9,54.3,51.75,D
18,California,CA,CA-18,2014,3.6,74.1,8.0,3.6,2.6,4.4,58.5,12.8,18.7,5.2,4.8,83.0,8.6,3.4,105872,6.1,32.5,27.9,4.6,12.5,28.9,13.9009,14.9991,35.4,94.4,734378,40.3,65.2,2.3,0.2,22.7,16.7,24.8,32.5,28.3,14.5,11.0,12.8,23.2,28.4,24.7,6.1,11.7,22.4,59.7,67.75,D
19,California,CA,CA-19,2014,4.8,74.9,13.1,4.4,1.3,2.4,38.6,19.0,21.9,9.3,11.2,82.2,11.0,3.6,83701,9.2,26.7,33.6,3.8,11.4,36.2,15.6022,20.5978,55.7,91.1,746211,36.2,47.2,2.8,0.7,27.6,41.6,26.1,36.3,25.9,11.7,14.6,16.7,26.0,30.4,12.3,20.2,20.1,26.8,32.8,67.21,D
20,California,CA,CA-20,2014,4.1,70.1,10.2,2.1,3.4,8.9,31.7,19.4,20.8,16.9,11.3,76.9,14.5,4.6,60076,14.0,29.3,33.2,5.4,12.5,26.2,18.5234,7.6766,47.9,85.0,732074,34.1,77.8,1.9,0.7,5.7,52.4,28.4,35.4,24.5,11.8,18.8,23.3,30.5,20.3,7.2,24.8,21.0,27.2,27.0,75.18,D
21,California,CA,CA-21,2014,7.3,73.9,16.1,0.6,2.0,3.7,15.7,17.3,18.9,31.0,17.1,80.4,13.6,7.8,36972,18.0,18.9,18.6,4.8,14.5,28.1,21.0469,7.0531,61.9,72.6,712295,29.3,71.3,3.7,1.2,3.6,73.9,34.2,37.3,20.6,7.8,32.8,31.5,24.7,9.7,1.3,41.4,26.3,25.1,7.1,57.83,R
22,California,CA,CA-22,2014,5.6,79.2,11.6,0.6,2.1,2.6,31.3,18.9,23.9,13.5,12.5,75.3,18.0,7.1,52172,11.5,26.2,25.9,6.0,15.1,18.1,10.1903,7.9097,38.8,83.9,739418,32.4,72.8,3.6,0.9,8.2,46.7,31.8,34.0,22.7,11.6,23.3,24.9,30.1,17.8,4.0,19.6,23.8,33.3,23.2,72.04,R
23,California,CA,CA-23,2014,5.2,80.5,12.6,0.9,1.2,2.1,32.3,18.3,22.1,15.9,11.5,74.2,19.5,8.0,55195,10.8,26.6,23.1,7.7,15.8,13.3,7.5544,5.7456,30.7,84.4,747914,32.9,75.8,7.3,1.2,5.0,38.0,30.9,34.3,23.2,11.6,24.5,21.5,29.7,20.8,3.5,16.7,28.4,35.5,19.3,74.84,R
24,California,CA,CA-24,2014,3.8,71.9,11.2,2.6,4.6,4.0,35.6,22.6,21.8,11.5,8.5,73.3,17.0,5.1,63704,13.5,36.6,44.0,7.3,19.3,17.9,11.9035,5.9965,30.3,87.9,726519,35.6,81.1,1.9,0.6,4.7,35.6,25.7,34.7,24.4,15.3,18.8,21.7,30.6,22.0,6.9,15.8,18.6,32.7,32.8,51.93,D
25,California,CA,CA-25,2014,5.5,78.3,11.9,2.1,1.3,1.2,39.3,17.4,24.6,8.7,10.0,77.3,14.4,6.0,70727,10.6,22.7,23.8,6.4,11.3,20.9,8.9243,11.9757,32.5,90.8,718796,35.7,63.3,8.3,0.5,8.8,37.5,30.1,32.5,26.9,10.5,17.1,18.6,32.0,24.7,7.5,14.8,23.4,35.6,26.3,53.34,R
26,California,CA,CA-26,2014,5.4,77.8,11.8,1.5,1.7,1.8,36.1,16.7,24.3,12.3,10.5,77.5,14.0,4.1,74758,12.1,26.0,26.7,6.4,12.5,23.2,12.7136,10.4864,40.2,89.6,725795,36.7,80.4,1.7,0.9,6.6,44.7,27.6,32.7,26.1,13.6,14.2,19.0,31.8,25.3,9.8,17.7,18.8,31.5,32.1,51.33,D
27,California,CA,CA-27,2014,3.6,77.3,8.0,3.9,2.8,2.0,44.3,17.2,24.6,5.7,8.2,77.4,14.4,5.6,66454,10.3,30.6,37.0,3.9,10.2,38.7,14.5899,24.1101,55.8,89.9,714911,41.0,39.6,4.1,0.4,38.3,28.1,21.4,34.2,28.1,16.3,19.6,18.7,28.4,23.5,9.8,15.0,19.3,25.0,40.8,59.36,D
28,California,CA,CA-28,2014,5.7,71.6,7.4,7.7,3.7,2.3,48.8,17.9,21.5,5.1,6.7,78.1,9.2,5.9,57782,14.3,46.7,38.6,2.8,12.3,41.3,16.8504,24.4496,55.8,88.9,721435,38.7,66.8,2.2,0.4,13.9,26.6,17.8,41.6,26.2,14.4,24.0,20.3,26.6,20.1,8.9,12.6,17.8,26.0,43.6,76.5,D
29,California,CA,CA-29,2014,6.8,71.2,12.1,8.9,2.1,2.6,23.8,23.9,24.0,13.0,15.3,80.6,9.4,6.3,47499,19.5,28.2,29.8,3.0,9.7,43.4,23.7832,19.6168,75.1,83.8,718633,33.2,55.5,3.8,0.6,7.7,69.1,27.0,39.3,23.7,10.0,26.2,25.8,30.6,15.1,2.4,32.6,26.2,23.3,17.9,74.61,D
30,California,CA,CA-30,2014,5.4,74.5,8.3,4.6,1.7,2.7,46.4,16.2,24.7,6.0,6.7,79.3,8.6,5.4,69353,12.1,37.0,35.3,4.1,12.7,33.6,12.2976,21.3024,45.0,92.2,754331,39.2,66.7,5.4,0.5,12.2,26.9,22.3,36.2,26.8,14.7,18.0,18.7,28.5,24.7,10.2,11.8,17.8,28.0,42.5,65.64,D
31,California,CA,CA-31,2014,6.6,77.9,12.8,2.1,2.1,0.8,32.4,17.5,24.5,9.6,16.0,78.1,16.2,7.4,52396,14.0,27.2,30.2,5.6,15.4,23.2,12.0408,11.1592,43.2,88.3,738321,31.8,61.8,10.4,0.8,8.6,51.1,30.7,36.8,22.8,9.9,24.3,23.1,28.8,19.9,4.0,20.5,26.6,29.9,23.0,51.73,D
32,California,CA,CA-32,2014,5.5,77.2,11.9,3.7,2.1,1.7,27.7,20.4,25.9,9.5,16.4,81.4,11.8,4.2,57177,15.9,21.9,33.4,4.1,9.2,35.7,16.1364,19.5636,62.9,86.0,735945,36.1,45.3,3.3,0.6,18.5,62.0,26.5,35.7,24.9,13.0,18.8,25.0,30.4,21.6,4.2,26.5,26.0,27.5,20.0,59.66,D
33,California,CA,CA-33,2014,4.3,73.0,5.6,2.2,4.6,3.7,62.4,9.8,21.1,2.5,4.3,78.7,9.2,5.3,101573,6.0,45.3,38.4,4.9,16.0,22.3,8.1841,14.1159,30.0,94.4,714411,41.2,74.6,2.1,0.4,14.2,12.9,21.1,34.4,28.0,16.6,14.7,12.0,22.4,28.9,22.1,4.4,9.4,22.2,64.0,59.19,D
34,California,CA,CA-34,2014,5.7,58.9,9.6,20.2,4.5,2.3,27.2,24.7,22.6,9.2,16.4,81.1,8.4,10.7,35691,25.0,39.9,31.3,1.9,12.0,49.0,30.38,18.62,78.2,77.0,720406,34.7,42.7,4.0,0.5,20.8,64.8,24.8,41.4,23.0,10.9,36.9,27.0,23.6,9.5,3.0,35.2,20.7,20.0,24.1,72.54,D
35,California,CA,CA-35,2014,6.6,76.2,14.7,2.1,1.5,1.7,22.7,18.0,25.8,10.7,22.9,81.5,12.0,5.9,53318,17.6,20.4,27.1,3.8,14.6,29.8,16.986,12.814,60.1,86.7,732845,31.3,47.9,6.2,0.9,6.4,70.5,30.6,38.5,22.8,8.3,21.2,24.9,34.2,17.6,2.2,30.4,27.1,28.7,13.9,63.45,D
36,California,CA,CA-36,2014,6.0,78.1,11.9,1.8,2.1,1.4,24.4,29.6,22.3,13.4,10.3,79.2,11.9,7.2,44446,17.3,35.3,22.6,8.2,14.7,22.8,13.8168,8.9832,40.2,83.2,746522,38.9,68.2,4.2,1.1,3.7,49.1,27.1,29.7,23.7,19.5,28.2,26.7,27.4,14.3,3.5,20.3,27.1,31.9,20.8,54.18,D
37,California,CA,CA-37,2014,5.9,68.5,8.2,10.7,3.3,4.0,41.4,20.3,23.8,5.7,8.9,79.6,9.8,8.6,49669,15.6,45.9,40.7,3.1,12.9,32.8,18.3352,14.4648,50.3,86.3,723724,35.8,44.7,22.3,1.8,10.6,39.3,22.3,40.8,24.5,12.4,28.2,22.1,26.2,16.2,7.4,19.9,17.5,25.6,37.0,84.28,D
38,California,CA,CA-38,2014,4.2,82.2,9.1,2.9,1.5,1.5,30.6,16.7,28.7,7.9,16.1,79.7,14.4,4.4,61537,15.8,21.8,33.1,4.0,7.4,30.6,13.7394,16.8606,57.8,85.1,720208,36.3,49.5,3.6,0.6,15.5,63.1,25.9,35.7,25.0,13.4,18.0,22.2,33.4,22.1,4.3,22.6,26.2,30.4,20.9,59.09,D
39,California,CA,CA-39,2014,4.2,81.0,9.4,2.2,1.4,1.2,44.0,14.7,27.0,6.0,8.3,78.3,14.0,4.5,76910,10.8,20.6,35.3,5.0,12.9,32.0,13.12,18.88,47.5,92.6,716854,37.7,53.2,2.4,0.4,29.6,34.2,25.4,34.4,26.8,13.4,14.2,17.7,29.5,28.9,9.6,10.8,18.3,31.1,39.6,68.54,R
40,California,CA,CA-40,2014,6.5,69.0,12.8,9.8,3.5,2.5,16.6,20.9,24.0,10.8,27.7,83.7,8.4,7.6,39199,23.7,18.1,23.2,1.6,8.3,42.4,28.6624,13.7376,82.5,77.3,713940,30.6,54.2,4.9,0.7,3.4,86.9,32.6,37.7,21.8,7.9,30.7,30.7,28.5,9.2,0.9,48.4,23.0,19.3,9.2,61.18,D
41,California,CA,CA-41,2014,8.5,75.5,15.2,2.2,2.0,1.4,24.1,19.6,25.7,11.5,19.1,78.8,14.7,6.1,55255,17.9,20.8,28.6,5.0,15.3,24.6,13.8252,10.7748,49.0,89.8,739287,30.7,53.0,8.4,1.0,7.0,58.9,31.5,37.3,22.0,9.0,21.0,24.1,34.6,17.6,2.8,25.0,28.5,31.5,15.0,56.64,D
42,California,CA,CA-42,2014,6.7,76.9,13.4,1.0,1.1,1.5,34.0,19.6,26.2,9.4,10.9,75.6,15.7,4.7,71902,11.8,21.2,27.4,8.0,13.4,19.6,9.2316,10.3684,32.1,92.3,754191,34.9,67.3,6.4,0.7,8.4,37.5,29.5,34.3,24.9,11.3,15.1,18.8,33.4,27.0,5.7,14.8,24.7,36.3,24.3,65.74,R
43,California,CA,CA-43,2014,7.0,75.9,9.5,7.0,2.0,2.3,29.1,22.2,27.5,7.3,13.8,77.8,13.3,7.4,48361,15.8,31.4,30.9,4.4,12.8,29.9,16.9234,12.9766,50.6,86.6,731916,34.4,37.6,23.9,0.6,11.8,45.8,27.4,37.1,24.3,11.3,24.8,26.7,28.4,16.6,3.7,22.7,22.1,31.0,24.2,70.96,D
44,California,CA,CA-44,2014,7.4,71.6,14.4,6.9,1.7,2.7,18.3,21.3,25.5,11.2,23.7,81.3,11.3,6.3,45678,19.6,20.7,24.4,2.8,10.8,35.5,21.9745,13.5255,68.3,82.5,726147,30.6,45.3,15.8,0.8,6.5,70.5,31.4,37.6,22.5,8.5,26.2,27.4,29.8,14.3,2.3,38.5,25.0,25.4,11.1,86.65,D
45,California,CA,CA-45,2014,4.0,80.8,6.7,1.2,1.8,2.2,51.6,13.3,25.4,4.1,5.6,80.5,11.4,4.6,91848,7.7,28.3,34.5,4.8,14.6,28.5,12.140999999999998,16.359,37.8,95.1,763368,38.1,63.6,2.0,0.4,21.7,20.0,25.9,33.6,27.1,13.5,11.9,14.4,26.8,31.9,15.0,7.5,13.4,27.5,51.6,65.12,R
46,California,CA,CA-46,2014,4.8,75.0,13.5,5.0,2.4,2.1,22.6,25.2,24.6,10.3,17.3,87.2,7.2,4.6,55073,19.3,22.8,29.5,2.7,10.1,40.5,25.0695,15.4305,70.7,88.0,730783,31.6,60.5,1.4,0.4,13.2,66.8,29.8,39.5,22.0,8.8,19.4,26.0,33.7,17.7,3.1,33.2,23.7,25.3,17.7,59.7,D
47,California,CA,CA-47,2014,5.2,76.9,9.5,5.2,2.1,2.3,36.7,19.0,24.3,7.6,12.4,79.4,12.8,6.3,58787,12.5,33.5,33.1,5.4,11.7,30.7,13.7843,16.9157,47.1,89.6,718747,37.1,57.0,7.1,0.6,23.9,34.3,25.2,35.6,26.6,12.4,21.7,21.5,28.8,22.4,5.6,18.1,19.6,32.6,29.7,55.99,D
48,California,CA,CA-48,2014,4.0,79.4,9.0,1.5,1.7,2.4,45.4,16.0,25.8,4.9,7.9,80.7,9.7,4.1,83425,9.8,35.0,34.9,5.9,12.2,24.6,9.0774,15.5226,33.4,93.8,726491,41.1,65.2,1.1,0.5,18.7,21.4,21.2,34.0,28.8,15.9,13.8,16.3,28.2,27.4,14.2,10.6,15.1,30.4,43.9,64.12,R
49,California,CA,CA-49,2014,3.4,74.7,7.6,1.7,4.5,1.8,44.4,17.2,23.3,7.1,8.1,78.5,11.5,6.2,77025,9.5,29.2,25.7,8.8,14.7,16.9,8.2134,8.6866,24.2,93.5,728456,37.4,80.0,2.4,0.4,7.2,24.6,25.8,34.7,25.3,14.2,14.4,18.2,27.9,25.0,14.5,9.5,16.0,30.5,44.0,60.17,R
50,California,CA,CA-50,2014,4.9,81.1,8.9,1.1,1.4,1.5,35.8,19.9,24.1,11.1,9.1,77.0,13.2,6.4,65009,14.0,24.3,27.4,10.1,14.0,19.5,10.9785,8.5215,29.4,90.8,737332,37.2,77.6,2.8,0.9,6.6,31.2,26.8,32.9,26.4,13.9,18.5,21.2,31.4,23.3,5.6,14.2,22.8,34.9,28.1,71.2,R
51,California,CA,CA-51,2014,7.7,72.6,12.8,4.6,2.5,2.0,21.4,26.8,25.8,12.7,13.3,78.1,15.7,8.4,41561,18.5,24.6,26.6,6.9,12.7,34.0,18.802,15.198,68.3,82.1,720935,31.6,64.4,7.0,0.7,7.9,70.9,29.2,38.7,21.4,10.6,30.0,27.6,27.3,13.3,1.9,30.8,25.0,30.3,13.9,68.79,D
52,California,CA,CA-52,2014,3.7,73.1,8.3,2.3,3.4,2.9,57.0,13.3,20.2,3.9,5.6,77.9,14.5,4.9,85121,7.5,38.4,38.2,9.2,18.0,22.8,10.1004,12.6996,29.4,94.9,759602,36.2,68.9,3.1,0.3,19.5,14.5,23.1,38.8,25.5,12.7,13.6,15.9,27.5,30.2,12.7,4.6,12.0,25.5,57.9,51.59,D
53,California,CA,CA-53,2014,4.9,79.9,7.2,3.0,2.0,2.2,42.5,20.0,23.5,6.7,7.4,75.5,16.8,5.1,65226,12.1,37.9,42.5,10.3,14.1,22.7,10.2604,12.4396,37.6,92.3,753810,35.2,65.3,7.8,0.5,14.7,33.4,23.0,39.7,24.7,12.5,16.4,22.0,32.7,23.1,5.7,12.3,18.6,33.4,35.8,58.84,D
1,California,CA,CA-1,2016,3.8,78.0,8.9,0.9,2.7,2.6,34.6,20.8,22.4,11.6,10.6,70.7,18.1,6.7,47488,5.3,38.5,33.1,9.5,15.6,6.3,3.1059,3.1941,12.4,89.5,703162,43.0,87.1,1.3,1.5,3.2,13.4,22.3,29.5,26.9,21.3,27.3,24.6,29.0,15.4,3.7,10.2,25.0,41.2,23.7,59.05,R
2,California,CA,CA-2,2016,3.6,70.9,9.1,4.3,4.2,2.2,43.6,20.7,20.3,8.1,7.2,70.3,14.6,5.5,66604,5.7,39.7,30.8,7.4,13.5,13.7,8.0145,5.6855,18.5,91.2,716202,44.1,79.7,1.3,2.2,3.7,17.8,22.4,28.6,28.9,20.0,19.4,19.5,26.1,22.0,13.0,10.0,18.5,30.8,40.8,76.85,D
3,California,CA,CA-3,2016,3.7,75.6,11.6,2.1,2.0,3.0,33.3,20.1,22.0,13.1,11.5,72.3,19.9,6.0,61508,6.2,29.2,35.7,9.2,16.7,19.3,10.0746,9.2254,31.9,91.1,740253,35.0,66.5,6.3,1.0,11.1,29.7,27.0,34.6,24.6,13.9,19.2,21.2,31.8,21.3,6.5,16.7,22.6,35.6,25.1,59.35,D
4,California,CA,CA-4,2016,3.0,79.0,8.2,1.0,1.9,1.8,42.6,18.2,23.9,8.2,7.1,72.9,16.7,4.4,74074,3.9,31.7,24.0,9.5,15.2,9.2,3.3856,5.8144,12.8,93.2,737169,44.2,84.4,1.4,1.1,5.4,13.7,23.9,26.9,29.0,20.1,16.0,18.3,29.2,26.3,10.1,7.0,20.8,39.0,33.3,62.72,R
5,California,CA,CA-5,2016,4.1,73.7,13.1,2.8,2.3,2.2,34.5,22.7,23.9,9.5,9.4,77.0,13.7,3.9,73006,5.3,33.6,34.3,6.8,12.5,21.2,9.9428,11.2572,31.4,93.0,735968,40.4,62.2,6.4,0.8,12.2,27.8,22.8,32.7,27.7,16.7,14.7,18.3,31.4,27.3,8.2,12.7,19.9,36.2,31.2,76.87,D
6,California,CA,CA-6,2016,4.7,75.8,11.0,2.2,2.6,2.7,35.7,21.0,24.4,8.4,10.4,71.1,22.2,7.3,51932,5.7,38.9,28.9,5.7,16.1,22.8,10.3968,12.4032,38.4,92.8,763987,33.9,52.4,12.9,0.8,16.5,27.8,26.6,38.4,23.0,12.1,24.5,23.3,30.0,17.8,4.4,16.7,24.6,31.2,27.5,75.43,D
7,California,CA,CA-7,2016,3.5,79.0,9.0,2.3,0.9,1.7,41.9,18.7,24.1,7.4,7.9,71.9,21.1,4.7,68735,3.8,30.5,27.1,7.7,13.7,18.8,7.1628,11.6372,27.1,94.3,738468,38.5,63.1,7.0,0.5,16.9,17.4,26.0,32.1,27.0,15.0,15.1,20.2,31.7,25.1,7.9,10.1,20.0,37.0,32.9,51.17,D
8,California,CA,CA-8,2016,5.1,76.0,11.1,1.9,2.2,1.9,27.4,23.4,24.0,11.6,13.6,71.8,21.1,5.9,49194,7.3,27.0,21.7,8.9,16.3,13.7,6.5897,7.1103,26.8,91.3,723600,34.5,75.8,9.0,1.0,3.6,40.4,30.1,32.3,24.8,12.9,24.6,26.0,29.3,17.1,3.0,18.3,29.0,35.6,17.0,62.26,R
9,California,CA,CA-9,2016,5.1,75.8,13.9,2.1,1.6,1.6,28.5,21.0,23.5,13.7,13.2,77.1,15.9,4.8,61454,5.5,26.1,24.4,6.5,14.8,22.3,11.7298,10.5702,38.9,88.7,760794,35.1,54.7,9.5,0.6,14.9,38.2,29.6,33.3,24.1,13.0,20.5,20.5,30.1,22.5,6.4,21.0,25.8,34.0,19.2,57.36,D
10,California,CA,CA-10,2016,5.7,78.8,12.1,1.2,1.7,1.4,27.4,17.4,24.3,14.2,16.7,79.7,13.3,4.4,60235,5.3,23.9,22.2,5.7,13.1,20.6,10.8768,9.7232,40.7,91.1,744989,34.4,71.5,3.4,0.7,7.7,43.2,29.8,33.6,24.3,12.3,18.9,22.8,32.5,21.0,4.7,21.3,28.5,33.7,16.6,51.7,R
11,California,CA,CA-11,2016,3.9,65.0,10.9,12.7,2.8,2.4,43.6,20.0,21.5,7.7,7.2,77.1,13.2,3.7,86000,5.9,29.3,25.7,5.3,12.7,26.0,13.52,12.48,37.2,94.7,756337,39.7,61.4,7.6,0.2,14.3,27.8,24.9,31.8,27.0,16.1,12.1,16.7,27.3,27.4,16.4,12.1,15.7,28.6,43.6,72.05,D
12,California,CA,CA-12,2016,3.1,31.2,6.6,35.2,11.8,8.6,59.4,15.3,17.8,3.2,4.3,80.9,10.6,5.6,105918,3.1,53.8,42.2,3.4,12.1,33.5,13.0315,20.4685,41.2,92.4,756991,37.8,48.8,5.2,0.4,32.3,14.9,14.1,46.2,24.8,14.6,17.1,10.8,19.3,29.0,23.8,11.8,11.3,17.5,59.5,80.87,D
13,California,CA,CA-13,2016,3.5,49.9,10.1,21.2,5.0,6.1,50.0,17.4,19.3,5.6,7.7,73.7,15.8,6.4,73601,5.5,44.4,42.6,3.7,13.8,27.5,13.1725,14.3275,39.7,92.2,755243,37.0,41.8,17.2,0.8,21.4,21.1,21.8,39.9,24.6,13.8,19.4,16.6,26.2,24.7,13.1,14.9,14.0,23.9,47.2,90.78,D
14,California,CA,CA-14,2016,2.6,66.4,10.0,14.9,2.5,1.9,45.4,19.0,21.8,5.8,8.0,80.1,12.1,2.9,103850,4.2,29.1,33.6,4.1,10.6,37.7,14.9669,22.7331,50.2,95.3,749041,39.6,44.4,2.7,0.4,35.9,23.0,22.1,35.0,27.4,15.3,10.5,11.7,25.3,29.7,22.7,11.5,16.6,24.2,47.5,80.86,D
15,California,CA,CA-15,2016,2.7,69.6,10.7,9.4,1.4,1.9,48.3,14.1,22.6,5.8,9.2,83.4,11.4,3.6,106291,3.4,22.4,26.7,4.7,9.1,34.8,16.1124,18.6876,47.7,95.4,769371,38.6,46.9,5.1,0.5,34.8,23.0,25.0,34.4,27.9,12.8,10.3,11.9,24.6,33.2,20.0,9.9,19.0,26.1,45.0,73.77,D
